DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;LANDED TIME;CLASS
2019-11-17;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;9 °C;Overcast.;15 km/h;110;N/A;23:40:00;23:15:00;Early (-inf, -15) min.
2019-11-17;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;9 °C;Overcast.;15 km/h;110;N/A;23:45:00;23:59:00;Delay (5, 15] min.
2019-11-18;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;8 °C;Low clouds.;22 km/h;120;N/A;00:05:00;00:09:00;On Time [-5, 5] min.
2019-11-18;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;8 °C;Low clouds.;22 km/h;120;N/A;00:05:00;23:52:00;Early [-15,-5) min.
2019-11-18;AirBaltic;AirBaltic;Ryga;PalangaPLQ;8 °C;Fog.;6 km/h;130;3 km;00:10:00;00:08:00;On Time [-5, 5] min.
2019-11-18;WizzAir;WizzAir;MilanasMXP;VilniusVNO;8 °C;Low clouds.;22 km/h;120;N/A;00:20:00;00:33:00;Delay (5, 15] min.
2019-11-18;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;9 °C;Overcast.;11 km/h;110;N/A;00:45:00;00:52:00;Delay (5, 15] min.
2019-11-18;AirBaltic;AirBaltic;BerlynasTXL;VilniusVNO;9 °C;Overcast.;13 km/h;110;N/A;00:55:00;01:05:00;Delay (5, 15] min.
2019-11-18;SAS;SAS;Kopenhaga;PalangaPLQ;8 °C;Fog.;6 km/h;130;3 km;00:55:00;00:55:00;On Time [-5, 5] min.
2019-11-18;SAS;SAS;Kopenhaga;PalangaPLQ;8 °C;Fog.;6 km/h;130;3 km;00:55:00;00:56:00;On Time [-5, 5] min.
2019-11-18;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;9 °C;Overcast.;13 km/h;110;N/A;01:05:00;01:02:00;On Time [-5, 5] min.
2019-11-18;WizzAir;WizzAir;LondonasLTN;VilniusVNO;9 °C;Overcast.;13 km/h;110;N/A;02:35:00;02:36:00;On Time [-5, 5] min.
2019-11-18;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;8 °C;Overcast.;20 km/h;160;N/A;08:30:00;08:11:00;Early (-inf, -15) min.
2019-11-18;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;9 °C;Overcast.;26 km/h;160;N/A;09:20:00;09:20:00;On Time [-5, 5] min.
2019-11-18;Finnair;Finnair;HelsinkisHEL;VilniusVNO;9 °C;Overcast.;26 km/h;160;N/A;09:30:00;09:33:00;On Time [-5, 5] min.
2019-11-18;null;null;VienaVIE;VilniusVNO;9 °C;Overcast.;19 km/h;150;N/A;10:05:00;10:06:00;On Time [-5, 5] min.
2019-11-18;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;9 °C;Overcast.;19 km/h;150;N/A;10:05:00;09:43:00;Early (-inf, -15) min.
2019-11-18;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;10 °C;Overcast.;15 km/h;110;N/A;10:10:00;10:08:00;On Time [-5, 5] min.
2019-11-18;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;9 °C;Overcast.;19 km/h;150;N/A;10:15:00;10:15:00;On Time [-5, 5] min.
2019-11-18;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;9 °C;Overcast.;19 km/h;150;N/A;10:35:00;10:48:00;Delay (5, 15] min.
2019-11-18;Ryanair;Ryanair;OslasOSL;VilniusVNO;9 °C;Overcast.;20 km/h;150;N/A;11:05:00;11:32:00;Delay (15,30] min.
2019-11-18;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;9 °C;Overcast.;20 km/h;150;N/A;11:05:00;11:18:00;Delay (5, 15] min.
2019-11-18;Ryanair;Ryanair;LondonasLTN;VilniusVNO;9 °C;Overcast.;20 km/h;150;N/A;11:15:00;10:51:00;Early (-inf, -15) min.
2019-11-18;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;9 °C;Overcast.;20 km/h;150;N/A;11:25:00;11:07:00;Early (-inf, -15) min.
2019-11-18;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;9 °C;Overcast.;11 km/h;120;N/A;12:20:00;12:19:00;On Time [-5, 5] min.
2019-11-18;Ryanair;Ryanair;MilanasBergamo;VilniusVNO;8 °C;Overcast.;20 km/h;160;N/A;12:25:00;12:07:00;Early (-inf, -15) min.
2019-11-18;WizzAir;WizzAir;EindhovenasEIN;KaunasKUN;9 °C;Overcast.;11 km/h;120;N/A;12:40:00;12:27:00;Early [-15,-5) min.
2019-11-18;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;8 °C;Overcast.;22 km/h;160;N/A;12:45:00;13:02:00;Delay (15,30] min.
2019-11-18;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;8 °C;Overcast.;22 km/h;160;N/A;13:00:00;12:54:00;Early [-15,-5) min.
2019-11-18;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;8 °C;Overcast.;22 km/h;160;N/A;13:05:00;12:58:00;Early [-15,-5) min.
2019-11-18;Finnair;Finnair;HelsinkisHEL;VilniusVNO;8 °C;Overcast.;22 km/h;150;N/A;13:10:00;13:24:00;Delay (5, 15] min.
2019-11-18;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;8 °C;Overcast.;22 km/h;150;N/A;13:35:00;13:32:00;On Time [-5, 5] min.
2019-11-18;WizzAir;WizzAir;LarnakaLCA;VilniusVNO;8 °C;Overcast.;22 km/h;160;N/A;14:10:00;14:05:00;On Time [-5, 5] min.
2019-11-18;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;10 °C;Overcast.;15 km/h;130;N/A;14:25:00;14:15:00;Early [-15,-5) min.
2019-11-18;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;8 °C;Overcast.;22 km/h;160;N/A;14:30:00;14:15:00;Early (-inf, -15) min.
2019-11-18;WizzAir;WizzAir;BergenasBGO;KaunasKUN;10 °C;Overcast.;15 km/h;130;N/A;14:30:00;14:18:00;Early [-15,-5) min.
2019-11-18;SAS;SAS;Kopenhaga;PalangaPLQ;11 °C;Partly sunny.;11 km/h;130;20 km;14:35:00;14:39:00;On Time [-5, 5] min.
2019-11-18;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;8 °C;Overcast.;22 km/h;10;N/A;14:40:00;14:49:00;Delay (5, 15] min.
2019-11-18;AirBaltic;AirBaltic;Ryga;PalangaPLQ;11 °C;Partly sunny.;11 km/h;130;20 km;14:45:00;14:35:00;Early [-15,-5) min.
2019-11-18;Ryanair;Ryanair;KijevasKBP;VilniusVNO;8 °C;Overcast.;19 km/h;150;N/A;15:15:00;15:12:00;On Time [-5, 5] min.
2019-11-18;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;8 °C;Overcast.;19 km/h;150;N/A;15:15:00;15:09:00;Early [-15,-5) min.
2019-11-18;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;8 °C;Overcast.;19 km/h;150;N/A;15:25:00;15:06:00;Early (-inf, -15) min.
2019-11-18;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;8 °C;Overcast.;20 km/h;150;N/A;16:15:00;16:05:00;Early [-15,-5) min.
2019-11-18;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;8 °C;Overcast.;20 km/h;150;N/A;16:15:00;16:01:00;Early [-15,-5) min.
2019-11-18;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;8 °C;Overcast.;20 km/h;150;N/A;16:20:00;16:09:00;Early [-15,-5) min.
2019-11-18;Belavia;Belavia;MinskasMSQ;VilniusVNO;7 °C;Passing clouds.;17 km/h;140;N/A;17:10:00;17:08:00;On Time [-5, 5] min.
2019-11-18;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;7 °C;Passing clouds.;17 km/h;140;N/A;17:25:00;17:26:00;On Time [-5, 5] min.
2019-11-18;WizzAir;WizzAir;DortmundasDTM;VilniusVNO;7 °C;Passing clouds.;17 km/h;140;N/A;17:30:00;17:39:00;Delay (5, 15] min.
2019-11-18;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;6 °C;Passing clouds.;15 km/h;140;9 km;17:50:00;17:43:00;Early [-15,-5) min.
2019-11-18;Finnair;Finnair;HelsinkisHEL;VilniusVNO;6 °C;Passing clouds.;15 km/h;140;9 km;18:05:00;18:08:00;On Time [-5, 5] min.
2019-11-18;AirBaltic;AirBaltic;BerlynasTXL;VilniusVNO;6 °C;Passing clouds.;17 km/h;140;8 km;18:10:00;18:17:00;Delay (5, 15] min.
2019-11-18;WizzAir;WizzAir;LvovasLWO;VilniusVNO;6 °C;Passing clouds.;17 km/h;140;8 km;18:15:00;17:45:00;Early (-inf, -15) min.
2019-11-18;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;6 °C;Passing clouds.;17 km/h;140;8 km;18:20:00;18:30:00;Delay (5, 15] min.
2019-11-18;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;6 °C;Passing clouds.;17 km/h;140;8 km;18:25:00;18:19:00;Early [-15,-5) min.
2019-11-18;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;6 °C;Passing clouds.;20 km/h;150;8 km;18:45:00;17:58:00;Early (-inf, -15) min.
2019-11-18;Ryanair;Ryanair;MaltaMLA;VilniusVNO;6 °C;Passing clouds.;20 km/h;150;8 km;18:55:00;18:22:00;Early (-inf, -15) min.
2019-11-18;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;6 °C;Clear.;20 km/h;140;8 km;19:10:00;19:03:00;Early [-15,-5) min.
2019-11-18;NorvegianAirShuttle;NorvegianAirShuttle;StokholmasARN;VilniusVNO;6 °C;Clear.;20 km/h;140;8 km;19:15:00;19:15:00;On Time [-5, 5] min.
2019-11-18;WizzAir;WizzAir;OslasTRF;VilniusVNO;6 °C;Clear.;20 km/h;140;8 km;19:25:00;19:06:00;Early (-inf, -15) min.
2019-11-18;Ryanair;Ryanair;BolonijaBLQ;KaunasKUN;7 °C;Passing clouds.;11 km/h;130;N/A;19:30:00;19:16:00;Early [-15,-5) min.
2019-11-18;WizzAir;WizzAir;OlesiundasAES;KaunasKUN;7 °C;Passing clouds.;15 km/h;130;N/A;19:45:00;19:34:00;Early [-15,-5) min.
2019-11-18;Ryanair;Ryanair;BristolisBRS;KaunasKUN;6 °C;Clear.;15 km/h;140;8 km;20:30:00;20:22:00;Early [-15,-5) min.
2019-11-18;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;6 °C;Passing clouds.;22 km/h;150;8 km;20:55:00;20:52:00;On Time [-5, 5] min.
2019-11-18;Ryanair;Ryanair;LondonasSTN;VilniusVNO;5 °C;Passing clouds.;26 km/h;170;8 km;22:00:00;22:01:00;On Time [-5, 5] min.
2019-11-18;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;6 °C;Clear.;13 km/h;120;7 km;22:05:00;21:52:00;Early [-15,-5) min.
2019-11-18;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;5 °C;Passing clouds.;28 km/h;170;8 km;22:25:00;21:50:00;Early (-inf, -15) min.
2019-11-18;Ryanair;Ryanair;DublinasDUB;KaunasKUN;7 °C;Passing clouds.;17 km/h;150;8 km;22:30:00;22:34:00;On Time [-5, 5] min.
2019-11-18;Ryanair;Ryanair;AmanasAMM;VilniusVNO;5 °C;Low clouds.;22 km/h;160;8 km;22:45:00;22:39:00;Early [-15,-5) min.
2019-11-18;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;4 °C;Low clouds.;19 km/h;160;8 km;23:15:00;22:57:00;Early (-inf, -15) min.
2019-11-18;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;4 °C;Low clouds.;19 km/h;160;8 km;23:15:00;23:06:00;Early [-15,-5) min.
2019-11-18;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;4 °C;Low clouds.;19 km/h;160;8 km;23:30:00;23:21:00;Early [-15,-5) min.
2019-11-18;AirBaltic;AirBaltic;MiunchenasMUC;VilniusVNO;4 °C;Low clouds.;24 km/h;160;8 km;23:35:00;23:42:00;Delay (5, 15] min.
2019-11-18;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;4 °C;Low clouds.;24 km/h;160;8 km;23:40:00;23:14:00;Early (-inf, -15) min.
2019-11-18;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;4 °C;Low clouds.;24 km/h;160;8 km;23:45:00;23:35:00;Early [-15,-5) min.
2019-11-19;AirBaltic;AirBaltic;Ryga;PalangaPLQ;8 °C;Fog.;9 km/h;140;9 km;00:10:00;00:02:00;Early [-15,-5) min.
2019-11-19;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;7 °C;Overcast.;19 km/h;140;9 km;00:45:00;00:21:00;Early (-inf, -15) min.
2019-11-19;SAS;SAS;Kopenhaga;PalangaPLQ;8 °C;Fog.;9 km/h;140;9 km;00:55:00;01:14:00;Delay (15,30] min.
2019-11-19;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Low clouds.;24 km/h;160;8 km;01:05:00;01:09:00;On Time [-5, 5] min.
2019-11-19;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Drizzle. Fog.;17 km/h;170;3 km;09:20:00;09:12:00;Early [-15,-5) min.
2019-11-19;Finnair;Finnair;HelsinkisHEL;VilniusVNO;3 °C;Drizzle. Fog.;17 km/h;170;3 km;09:30:00;09:27:00;On Time [-5, 5] min.
2019-11-19;Ryanair;Ryanair;FrankfurtasHHN;VilniusVNO;3 °C;Drizzle. Fog.;17 km/h;170;3 km;09:30:00;10:53:00;Delay (30, inf) min.
2019-11-19;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;3 °C;Drizzle. Fog.;17 km/h;160;3 km;10:05:00;09:53:00;Early [-15,-5) min.
2019-11-19;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;3 °C;Drizzle. Fog.;17 km/h;160;3 km;10:15:00;10:01:00;Early [-15,-5) min.
2019-11-19;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;3 °C;Drizzle. Fog.;17 km/h;160;3 km;10:35:00;10:25:00;Early [-15,-5) min.
2019-11-19;WizzAir;WizzAir;TurkuTKU;KaunasKUN;7 °C;Mostly cloudy.;15 km/h;150;6 km;10:55:00;10:44:00;Early [-15,-5) min.
2019-11-19;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;4 °C;Drizzle. Fog.;17 km/h;160;3 km;11:05:00;11:07:00;On Time [-5, 5] min.
2019-11-19;HOLIDAYEUROPE;HOLIDAYEUROPE;HurgadaHRG;VilniusVNO;4 °C;Drizzle. Fog.;17 km/h;160;3 km;11:15:00;10:59:00;Early (-inf, -15) min.
2019-11-19;WizzAir;WizzAir;StavangerisSVG;KaunasKUN;8 °C;Mostly cloudy.;13 km/h;150;7 km;11:25:00;11:10:00;Early [-15,-5) min.
2019-11-19;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;8 °C;Partly sunny.;15 km/h;140;7 km;11:40:00;11:34:00;Early [-15,-5) min.
2019-11-19;Ryanair;Ryanair;OslasOSL;VilniusVNO;5 °C;Fog.;15 km/h;150;3 km;12:05:00;11:55:00;Early [-15,-5) min.
2019-11-19;Ryanair;Ryanair;BarselonaBCN;VilniusVNO;5 °C;Fog.;15 km/h;150;3 km;12:10:00;11:50:00;Early (-inf, -15) min.
2019-11-19;WizzAir;WizzAir;EindhovenasEIN;VilniusVNO;5 °C;Fog.;15 km/h;150;3 km;12:15:00;12:03:00;Early [-15,-5) min.
2019-11-19;WizzAir;WizzAir;BilundasBLL;VilniusVNO;5 °C;Fog.;15 km/h;150;3 km;12:30:00;12:10:00;Early (-inf, -15) min.
2019-11-19;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;5 °C;Fog.;15 km/h;160;5 km;12:45:00;12:33:00;Early [-15,-5) min.
2019-11-19;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;5 °C;Fog.;15 km/h;160;5 km;13:00:00;12:46:00;Early [-15,-5) min.
2019-11-19;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;5 °C;Fog.;15 km/h;160;5 km;13:05:00;12:50:00;Early (-inf, -15) min.
2019-11-19;Finnair;Finnair;HelsinkisHEL;VilniusVNO;5 °C;Fog.;15 km/h;170;5 km;13:10:00;13:04:00;Early [-15,-5) min.
2019-11-19;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;5 °C;Fog.;15 km/h;170;5 km;13:35:00;13:47:00;Delay (5, 15] min.
2019-11-19;Norwegian;Norwegian;Oslas;PalangaPLQ;10 °C;Scattered clouds.;7 km/h;150;20 km;13:55:00;13:50:00;On Time [-5, 5] min.
2019-11-19;NorvegianAirShuttle;NorvegianAirShuttle;OslasOSL;VilniusVNO;6 °C;Low clouds.;15 km/h;180;7 km;14:10:00;13:56:00;Early [-15,-5) min.
2019-11-19;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;6 °C;Low clouds.;15 km/h;180;7 km;14:15:00;14:28:00;Delay (5, 15] min.
2019-11-19;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;9 °C;Sunny.;13 km/h;150;16 km;14:20:00;14:16:00;On Time [-5, 5] min.
2019-11-19;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;6 °C;Low clouds.;15 km/h;180;7 km;14:30:00;14:57:00;Delay (15,30] min.
2019-11-19;SAS;SAS;Kopenhaga;PalangaPLQ;10 °C;Scattered clouds.;7 km/h;150;20 km;14:35:00;14:39:00;On Time [-5, 5] min.
2019-11-19;AirBaltic;AirBaltic;Ryga;PalangaPLQ;10 °C;Scattered clouds.;7 km/h;150;20 km;14:45:00;14:50:00;Delay (5, 15] min.
2019-11-19;WizzAir;WizzAir;TelAvivasTLV;VilniusVNO;6 °C;Low clouds.;15 km/h;160;9 km;15:10:00;15:00:00;Early [-15,-5) min.
2019-11-19;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;6 °C;Low clouds.;15 km/h;160;9 km;15:15:00;15:09:00;Early [-15,-5) min.
2019-11-19;Ryanair;Ryanair;AlikantëALC;KaunasKUN;8 °C;Sunny.;11 km/h;130;16 km;15:20:00;15:13:00;Early [-15,-5) min.
2019-11-19;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;6 °C;Low clouds.;15 km/h;160;9 km;15:25:00;15:50:00;Delay (15,30] min.
2019-11-19;WizzAir;WizzAir;KijevasIEV;VilniusVNO;5 °C;Low clouds.;13 km/h;160;9 km;15:50:00;15:39:00;Early [-15,-5) min.
2019-11-19;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;5 °C;Low clouds.;13 km/h;160;9 km;16:15:00;16:06:00;Early [-15,-5) min.
2019-11-19;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;5 °C;Low clouds.;13 km/h;160;9 km;16:15:00;15:58:00;Early (-inf, -15) min.
2019-11-19;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;5 °C;Low clouds.;13 km/h;160;9 km;16:20:00;16:09:00;Early [-15,-5) min.
2019-11-19;Ryanair;Ryanair;LondonasSTN;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;16:55:00;16:43:00;Early [-15,-5) min.
2019-11-19;Ryanair;Ryanair;TelAvivasTLV;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;16:55:00;17:22:00;Delay (15,30] min.
2019-11-19;Ryanair;Ryanair;BerlynasSXF;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;17:00:00;16:45:00;Early [-15,-5) min.
2019-11-19;WizzAir;WizzAir;Dortmundas;PalangaPLQ;10 °C;Scattered clouds.;7 km/h;150;20 km;17:15:00;17:01:00;Early [-15,-5) min.
2019-11-19;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;17:25:00;17:11:00;Early [-15,-5) min.
2019-11-19;null;null;MarsaAlamas;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;17:30:00;17:16:00;Early [-15,-5) min.
2019-11-19;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;17:45:00;17:05:00;Early (-inf, -15) min.
2019-11-19;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;17:50:00;17:19:00;Early (-inf, -15) min.
2019-11-19;GetJetAirlines;GetJetAirlines;ÐarmelÐeichasSSH;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;17:55:00;17:13:00;Early (-inf, -15) min.
2019-11-19;Finnair;Finnair;HelsinkisHEL;VilniusVNO;5 °C;Low clouds.;15 km/h;150;8 km;18:05:00;18:33:00;Delay (15,30] min.
2019-11-19;Ryanair;Ryanair;Londonas/Stanstedas;PalangaPLQ;8 °C;Clear.;7 km/h;140;19 km;18:05:00;17:44:00;Early (-inf, -15) min.
2019-11-19;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;5 °C;Low clouds.;17 km/h;160;7 km;18:20:00;18:01:00;Early (-inf, -15) min.
2019-11-19;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;5 °C;Low clouds.;17 km/h;160;7 km;18:25:00;18:07:00;Early (-inf, -15) min.
2019-11-19;Ryanair;Ryanair;SautendasSEN;VilniusVNO;5 °C;Low clouds.;17 km/h;150;7 km;18:40:00;18:21:00;Early (-inf, -15) min.
2019-11-19;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;5 °C;Low clouds.;15 km/h;150;6 km;19:10:00;18:55:00;Early (-inf, -15) min.
2019-11-19;TravelServicePolska;TravelServicePolska;MadeiraFNC;VilniusVNO;5 °C;Low clouds.;15 km/h;150;6 km;19:10:00;19:02:00;Early [-15,-5) min.
2019-11-19;WizzAir;WizzAir;MilanasMXP;VilniusVNO;5 °C;Low clouds.;15 km/h;150;6 km;19:15:00;18:48:00;Early (-inf, -15) min.
2019-11-19;Ryanair;Ryanair;EdinburgasEDI;KaunasKUN;5 °C;Low clouds.;9 km/h;140;8 km;19:50:00;19:34:00;Early (-inf, -15) min.
2019-11-19;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;5 °C;Low clouds.;9 km/h;140;8 km;20:05:00;19:47:00;Early (-inf, -15) min.
2019-11-19;WizzAir;WizzAir;Londonas/Lutonas;PalangaPLQ;8 °C;Clear.;7 km/h;140;19 km;20:05:00;19:59:00;Early [-15,-5) min.
2019-11-19;Ryanair;Ryanair;MilanasMXP;KaunasKUN;6 °C;Low clouds.;11 km/h;150;9 km;23:05:00;22:58:00;Early [-15,-5) min.
2019-11-20;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;6 °C;Low clouds.;11 km/h;140;8 km;00:45:00;00:25:00;Early (-inf, -15) min.
2019-11-20;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;5 °C;Low clouds.;20 km/h;120;N/A;12:20:00;12:07:00;Early [-15,-5) min.
2019-11-20;WizzAir;WizzAir;NicaNCE;VilniusVNO;5 °C;Low clouds.;13 km/h;130;8 km;12:35:00;12:21:00;Early [-15,-5) min.
2019-11-20;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;5 °C;Low clouds.;19 km/h;130;9 km;12:45:00;12:39:00;Early [-15,-5) min.
2019-11-20;Norwegian;Norwegian;Bergenas;PalangaPLQ;6 °C;Low clouds.;7 km/h;120;18 km;13:00:00;12:48:00;Early [-15,-5) min.
2019-11-20;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;5 °C;Low clouds.;19 km/h;130;9 km;13:00:00;13:17:00;Delay (15,30] min.
2019-11-20;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;5 °C;Low clouds.;19 km/h;130;9 km;13:05:00;12:58:00;Early [-15,-5) min.
2019-11-20;Finnair;Finnair;HelsinkisHEL;VilniusVNO;5 °C;Low clouds.;17 km/h;130;N/A;13:10:00;13:00:00;Early [-15,-5) min.
2019-11-20;WizzAir;WizzAir;BelfastasBFS;VilniusVNO;5 °C;Low clouds.;17 km/h;130;N/A;13:15:00;13:05:00;Early [-15,-5) min.
2019-11-20;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;5 °C;Low clouds.;17 km/h;130;N/A;13:35:00;13:37:00;On Time [-5, 5] min.
2019-11-20;Ryanair;Ryanair;NiurnbergasNUE;KaunasKUN;5 °C;Low clouds.;15 km/h;110;N/A;13:40:00;13:27:00;Early [-15,-5) min.
2019-11-20;WizzAir;WizzAir;KutaisisKUT;VilniusVNO;5 °C;Low clouds.;20 km/h;140;N/A;13:55:00;13:48:00;Early [-15,-5) min.
2019-11-20;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;6 °C;Low clouds.;17 km/h;120;N/A;14:20:00;13:55:00;Early (-inf, -15) min.
2019-11-20;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;5 °C;Low clouds.;19 km/h;140;N/A;14:30:00;14:28:00;On Time [-5, 5] min.
2019-11-20;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;5 °C;Low clouds.;19 km/h;140;N/A;14:30:00;14:40:00;Delay (5, 15] min.
2019-11-20;SAS;SAS;Kopenhaga;PalangaPLQ;6 °C;Low clouds.;7 km/h;120;18 km;14:35:00;14:29:00;Early [-15,-5) min.
2019-11-20;AirBaltic;AirBaltic;Ryga;PalangaPLQ;6 °C;Low clouds.;7 km/h;120;18 km;14:45:00;14:34:00;Early [-15,-5) min.
2019-11-20;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;5 °C;Low clouds.;22 km/h;130;N/A;15:15:00;15:07:00;Early [-15,-5) min.
2019-11-20;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;5 °C;Low clouds.;22 km/h;130;N/A;15:25:00;15:10:00;Early (-inf, -15) min.
2019-11-20;Ryanair;Ryanair;BrëmenasBRE;VilniusVNO;6 °C;Low clouds.;20 km/h;130;N/A;16:00:00;16:03:00;On Time [-5, 5] min.
2019-11-20;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;6 °C;Low clouds.;20 km/h;130;N/A;16:15:00;16:08:00;Early [-15,-5) min.
2019-11-20;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;6 °C;Low clouds.;20 km/h;130;N/A;16:15:00;15:52:00;Early (-inf, -15) min.
2019-11-20;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;6 °C;Low clouds.;20 km/h;130;N/A;16:20:00;16:11:00;Early [-15,-5) min.
2019-11-20;Ryanair;Ryanair;TrevizasTSF;VilniusVNO;6 °C;Low clouds.;20 km/h;130;N/A;16:35:00;16:33:00;On Time [-5, 5] min.
