DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;LANDED TIME;CLASS
2020-01-25;AirBaltic;AirBaltic;Ryga;PalangaPLQ;6 °C;Overcast.;11 km/h;270;20 km;00:10:00;00:19:00;Delay (5, 15] min.
2020-01-25;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;3 °C;Partly sunny.;20 km/h;270;N/A;08:30:00;08:31:00;On Time [-5, 5] min.
2020-01-25;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Partly sunny.;19 km/h;280;N/A;09:20:00;09:30:00;Delay (5, 15] min.
2020-01-25;Finnair;Finnair;HelsinkisHEL;VilniusVNO;3 °C;Partly sunny.;19 km/h;280;N/A;09:30:00;09:19:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;FrankfurtasHHN;VilniusVNO;3 °C;Partly sunny.;19 km/h;280;N/A;09:30:00;09:56:00;Delay (15,30] min.
2020-01-25;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;4 °C;Broken clouds.;22 km/h;280;N/A;10:05:00;10:01:00;On Time [-5, 5] min.
2020-01-25;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;4 °C;Mostly cloudy.;20 km/h;260;N/A;10:10:00;09:58:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;OslasOSL;VilniusVNO;4 °C;Partly sunny.;24 km/h;280;N/A;11:05:00;10:43:00;Early (-inf, -15) min.
2020-01-25;WizzAir;WizzAir;StavangerisSVG;KaunasKUN;5 °C;More clouds than sun.;22 km/h;260;N/A;11:25:00;11:10:00;Early [-15,-5) min.
2020-01-25;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;4 °C;Partly sunny.;26 km/h;280;N/A;13:35:00;13:45:00;Delay (5, 15] min.
2020-01-25;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;4 °C;Partly sunny.;22 km/h;290;N/A;14:15:00;14:41:00;Delay (15,30] min.
2020-01-25;Norwegian;Norwegian;Oslas;PalangaPLQ;6 °C;Overcast.;7 km/h;280;20 km;14:20:00;14:15:00;On Time [-5, 5] min.
2020-01-25;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;5 °C;Broken clouds.;22 km/h;280;N/A;14:20:00;14:03:00;Early (-inf, -15) min.
2020-01-25;GetJetAirlines;GetJetAirlines;MilanasBergamo;VilniusVNO;4 °C;Partly sunny.;22 km/h;290;N/A;14:20:00;14:38:00;Delay (15,30] min.
2020-01-25;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;4 °C;Partly sunny.;22 km/h;290;N/A;14:30:00;13:46:00;Early (-inf, -15) min.
2020-01-25;WizzAir;WizzAir;Londonas/Lutonas;PalangaPLQ;6 °C;Overcast.;7 km/h;280;20 km;14:35:00;14:08:00;Early (-inf, -15) min.
2020-01-25;AirBaltic;AirBaltic;Ryga;PalangaPLQ;6 °C;Overcast.;7 km/h;280;20 km;14:45:00;14:37:00;Early [-15,-5) min.
2020-01-25;WizzAir;WizzAir;TelAvivasTLV;VilniusVNO;4 °C;Scattered clouds.;30 km/h;290;N/A;15:10:00;15:13:00;On Time [-5, 5] min.
2020-01-25;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;4 °C;Scattered clouds.;30 km/h;290;N/A;15:25:00;16:00:00;Delay (30, inf) min.
2020-01-25;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;4 °C;Partly sunny.;22 km/h;290;N/A;15:40:00;15:54:00;Delay (5, 15] min.
2020-01-25;GetJetAirlines;GetJetAirlines;Lionas;VilniusVNO;4 °C;Partly sunny.;22 km/h;290;N/A;15:40:00;15:45:00;On Time [-5, 5] min.
2020-01-25;WizzAir;WizzAir;KijevasIEV;VilniusVNO;4 °C;Partly sunny.;22 km/h;290;N/A;15:50:00;15:39:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;PafosPFO;KaunasKUN;5 °C;Scattered clouds.;15 km/h;280;N/A;16:00:00;15:33:00;Early (-inf, -15) min.
2020-01-25;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;4 °C;Partly sunny.;20 km/h;290;N/A;16:15:00;16:09:00;Early [-15,-5) min.
2020-01-25;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;4 °C;Partly sunny.;20 km/h;290;N/A;16:15:00;16:03:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;TelAvivasTLV;VilniusVNO;4 °C;Passing clouds.;15 km/h;290;N/A;16:55:00;16:52:00;On Time [-5, 5] min.
2020-01-25;Ryanair;Ryanair;BerlynasSXF;VilniusVNO;4 °C;Passing clouds.;15 km/h;290;N/A;17:00:00;16:56:00;On Time [-5, 5] min.
2020-01-25;Belavia;Belavia;MinskasMSQ;VilniusVNO;4 °C;Passing clouds.;15 km/h;280;N/A;17:10:00;17:10:00;On Time [-5, 5] min.
2020-01-25;WizzAir;WizzAir;Dortmundas;PalangaPLQ;5 °C;Overcast.;7 km/h;270;N/A;17:15:00;17:02:00;Early [-15,-5) min.
2020-01-25;null;null;MarsaAlamas;VilniusVNO;4 °C;Passing clouds.;15 km/h;280;N/A;17:30:00;17:21:00;Early [-15,-5) min.
2020-01-25;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;4 °C;Passing clouds.;15 km/h;280;N/A;17:50:00;17:40:00;Early [-15,-5) min.
2020-01-25;WizzAir;WizzAir;MilanasMXP;VilniusVNO;4 °C;Passing clouds.;15 km/h;280;N/A;17:55:00;18:12:00;Delay (15,30] min.
2020-01-25;Finnair;Finnair;HelsinkisHEL;VilniusVNO;4 °C;Passing clouds.;15 km/h;280;N/A;18:05:00;17:51:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;Londonas/Stanstedas;PalangaPLQ;5 °C;Overcast.;7 km/h;270;N/A;18:05:00;17:52:00;Early [-15,-5) min.
2020-01-25;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Passing clouds.;17 km/h;280;N/A;18:20:00;18:10:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;SautendasSEN;VilniusVNO;3 °C;Passing clouds.;17 km/h;280;N/A;18:40:00;18:23:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;AlikantëALC;KaunasKUN;3 °C;Passing clouds.;15 km/h;260;N/A;19:10:00;18:42:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;RomaCIA;VilniusVNO;3 °C;Passing clouds.;15 km/h;280;N/A;19:10:00;19:01:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;3 °C;Overcast.;11 km/h;260;N/A;20:20:00;20:05:00;Early [-15,-5) min.
2020-01-25;AirBaltic;AirBaltic;Ryga;PalangaPLQ;5 °C;Overcast.;4 km/h;290;20 km;20:30:00;20:57:00;Delay (15,30] min.
2020-01-25;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;2 °C;Passing clouds.;15 km/h;280;N/A;20:35:00;20:25:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;3 °C;Overcast.;11 km/h;260;N/A;20:35:00;20:17:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;KelnasCGN;KaunasKUN;3 °C;Overcast.;11 km/h;260;N/A;20:40:00;20:14:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;DublinasDUB;VilniusVNO;2 °C;Passing clouds.;11 km/h;290;N/A;20:50:00;20:28:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;MilanasBergamo;VilniusVNO;2 °C;Passing clouds.;13 km/h;280;N/A;21:25:00;21:05:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;BarselonaBCN;VilniusVNO;2 °C;Passing clouds.;17 km/h;280;N/A;21:45:00;21:22:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;LondonasSTN;VilniusVNO;2 °C;Passing clouds.;17 km/h;280;N/A;22:00:00;21:43:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;EdinburgasEDI;KaunasKUN;2 °C;Passing clouds.;11 km/h;250;N/A;22:00:00;21:48:00;Early [-15,-5) min.
2020-01-25;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;2 °C;Passing clouds.;17 km/h;290;N/A;22:25:00;22:10:00;Early (-inf, -15) min.
2020-01-25;GetJetAirlines;GetJetAirlines;ZalcburgasSZG;VilniusVNO;2 °C;Passing clouds.;17 km/h;290;N/A;22:30:00;22:39:00;Delay (5, 15] min.
2020-01-25;WizzAir;WizzAir;SautendasSEN;VilniusVNO;2 °C;Passing clouds.;15 km/h;280;N/A;22:40:00;22:15:00;Early (-inf, -15) min.
2020-01-25;Ryanair;Ryanair;MilanasMXP;KaunasKUN;3 °C;Low clouds.;6 km/h;250;N/A;23:05:00;22:53:00;Early [-15,-5) min.
2020-01-25;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;2 °C;Passing clouds.;9 km/h;300;N/A;23:35:00;23:25:00;Early [-15,-5) min.
2020-01-25;Ryanair;Ryanair;ParyþiusBVA;VilniusVNO;2 °C;Passing clouds.;9 km/h;300;N/A;23:40:00;23:23:00;Early (-inf, -15) min.
2020-01-26;HOLIDAYEUROPE;HOLIDAYEUROPE;ÐarmelÐeichasSSH;VilniusVNO;2 °C;Light rain. Low clouds.;17 km/h;240;N/A;08:35:00;08:31:00;On Time [-5, 5] min.
2020-01-26;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;2 °C;Overcast.;13 km/h;280;N/A;00:05:00;23:52:00;Early [-15,-5) min.
2020-01-26;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;2 °C;Overcast.;15 km/h;270;N/A;00:45:00;00:41:00;On Time [-5, 5] min.
2020-01-26;WizzAir;WizzAir;EilatasETM;VilniusVNO;2 °C;Overcast.;7 km/h;270;N/A;01:40:00;01:19:00;Early (-inf, -15) min.
2020-01-26;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;2 °C;Passing clouds.;11 km/h;270;N/A;02:30:00;01:54:00;Early (-inf, -15) min.
2020-01-26;WizzAir;WizzAir;BarselonaBCN;VilniusVNO;2 °C;Passing clouds.;11 km/h;270;N/A;02:30:00;02:22:00;Early [-15,-5) min.
2020-01-26;Belavia;Belavia;MinskasMSQ;VilniusVNO;2 °C;Light rain. Low clouds.;17 km/h;240;N/A;07:55:00;08:51:00;Delay (30, inf) min.
2020-01-26;Norwegian;Norwegian;Oslas;PalangaPLQ;5 °C;Low clouds.;11 km/h;250;20 km;09:18:00;09:20:00;On Time [-5, 5] min.
2020-01-26;NorvegianAirShuttle;NorvegianAirShuttle;OslasOSL;VilniusVNO;2 °C;Low clouds.;20 km/h;230;N/A;09:20:00;09:08:00;Early [-15,-5) min.
2020-01-26;Finnair;Finnair;HelsinkisHEL;VilniusVNO;2 °C;Low clouds.;20 km/h;230;N/A;09:30:00;09:13:00;Early (-inf, -15) min.
2020-01-26;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;3 °C;Low clouds.;19 km/h;240;9 km;10:10:00;09:56:00;Early [-15,-5) min.
2020-01-26;Ryanair;Ryanair;LiverpulisLPL;VilniusVNO;3 °C;Low clouds.;19 km/h;240;N/A;11:30:00;11:20:00;Early [-15,-5) min.
2020-01-26;Ryanair;Ryanair;DublinasDUB;KaunasKUN;4 °C;Overcast.;20 km/h;240;N/A;11:35:00;11:25:00;Early [-15,-5) min.
2020-01-26;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;4 °C;Mostly cloudy.;19 km/h;240;N/A;11:40:00;12:08:00;Delay (15,30] min.
2020-01-26;Ryanair;Ryanair;LondonasLTN;VilniusVNO;3 °C;Drizzle. Low clouds.;19 km/h;240;N/A;11:45:00;11:24:00;Early (-inf, -15) min.
2020-01-26;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;3 °C;Mostly cloudy.;19 km/h;240;N/A;12:15:00;12:12:00;On Time [-5, 5] min.
2020-01-26;WizzAir;WizzAir;NicaNCE;VilniusVNO;3 °C;Mostly cloudy.;19 km/h;240;N/A;12:35:00;12:21:00;Early [-15,-5) min.
2020-01-26;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;3 °C;Overcast.;19 km/h;240;N/A;12:45:00;12:32:00;Early [-15,-5) min.
2020-01-26;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;4 °C;Mostly cloudy.;20 km/h;240;N/A;12:50:00;12:43:00;Early [-15,-5) min.
2020-01-26;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Overcast.;19 km/h;240;N/A;13:00:00;12:40:00;Early (-inf, -15) min.
2020-01-26;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;3 °C;Overcast.;19 km/h;240;N/A;13:05:00;13:11:00;Delay (5, 15] min.
2020-01-26;Finnair;Finnair;HelsinkisHEL;VilniusVNO;3 °C;Partly sunny.;20 km/h;270;N/A;13:10:00;12:43:00;Early (-inf, -15) min.
2020-01-26;WizzAir;WizzAir;BelfastasBFS;VilniusVNO;3 °C;Partly sunny.;20 km/h;270;N/A;13:15:00;13:00:00;Early [-15,-5) min.
2020-01-26;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;3 °C;Partly sunny.;20 km/h;270;N/A;13:35:00;13:36:00;On Time [-5, 5] min.
2020-01-26;WizzAir;WizzAir;KutaisisKUT;VilniusVNO;3 °C;Overcast.;26 km/h;260;N/A;13:55:00;13:55:00;On Time [-5, 5] min.
2020-01-26;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;3 °C;Overcast.;22 km/h;260;N/A;14:20:00;14:54:00;Delay (30, inf) min.
2020-01-26;Ryanair;Ryanair;BriuselisCRL;VilniusVNO;3 °C;Overcast.;22 km/h;260;N/A;14:25:00;14:06:00;Early (-inf, -15) min.
2020-01-26;SAS;SAS;Kopenhaga;PalangaPLQ;4 °C;Drizzle. Overcast.;11 km/h;250;16 km;14:40:00;14:27:00;Early [-15,-5) min.
2020-01-26;AirBaltic;AirBaltic;Ryga;PalangaPLQ;4 °C;Drizzle. Overcast.;11 km/h;250;16 km;14:45:00;14:33:00;Early [-15,-5) min.
2020-01-26;Ryanair;Ryanair;KijevasKBP;VilniusVNO;3 °C;Overcast.;19 km/h;240;N/A;15:15:00;14:46:00;Early (-inf, -15) min.
2020-01-26;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;3 °C;Overcast.;19 km/h;240;N/A;15:15:00;15:07:00;Early [-15,-5) min.
2020-01-26;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;3 °C;Overcast.;19 km/h;240;N/A;15:25:00;15:03:00;Early (-inf, -15) min.
2020-01-26;NorvegianAirShuttle;NorvegianAirShuttle;StokholmasARN;VilniusVNO;3 °C;Overcast.;19 km/h;260;N/A;16:05:00;15:53:00;Early [-15,-5) min.
2020-01-26;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Overcast.;19 km/h;260;N/A;16:15:00;16:02:00;Early [-15,-5) min.
2020-01-26;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;3 °C;Overcast.;19 km/h;260;N/A;16:15:00;16:07:00;Early [-15,-5) min.
2020-01-26;Ryanair;Ryanair;TrevizasTSF;VilniusVNO;2 °C;Overcast.;22 km/h;260;N/A;16:45:00;16:38:00;Early [-15,-5) min.
2020-01-26;GetJetAirlines;GetJetAirlines;DubajusDWC;VilniusVNO;2 °C;Overcast.;15 km/h;260;N/A;17:40:00;17:22:00;Early (-inf, -15) min.
2020-01-26;WizzAir;WizzAir;OslasTRF;VilniusVNO;2 °C;Overcast.;15 km/h;260;N/A;17:40:00;17:24:00;Early (-inf, -15) min.
2020-01-26;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;2 °C;Overcast.;15 km/h;260;N/A;17:50:00;17:33:00;Early (-inf, -15) min.
2020-01-26;GetJetAirlines;GetJetAirlines;ÐarmelÐeichasSSH;VilniusVNO;2 °C;Overcast.;15 km/h;260;N/A;17:55:00;17:15:00;Early (-inf, -15) min.
2020-01-26;Finnair;Finnair;HelsinkisHEL;VilniusVNO;2 °C;Overcast.;15 km/h;260;N/A;18:05:00;17:49:00;Early (-inf, -15) min.
2020-01-26;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;2 °C;Overcast.;19 km/h;270;N/A;18:20:00;18:39:00;Delay (15,30] min.
2020-01-26;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;2 °C;Overcast.;17 km/h;240;N/A;19:05:00;18:47:00;Early (-inf, -15) min.
2020-01-26;Belavia;Belavia;MinskasMSQ;VilniusVNO;1 °C;Drizzle. Low clouds.;19 km/h;250;N/A;19:10:00;19:03:00;Early [-15,-5) min.
2020-01-26;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Drizzle. Low clouds.;19 km/h;250;N/A;19:10:00;18:59:00;Early [-15,-5) min.
2020-01-26;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;1 °C;Low clouds.;15 km/h;250;N/A;19:50:00;19:28:00;Early (-inf, -15) min.
2020-01-26;Ryanair;Ryanair;BrëmenasBRE;VilniusVNO;1 °C;Low clouds.;15 km/h;250;N/A;19:55:00;19:35:00;Early (-inf, -15) min.
2020-01-26;AirBaltic;AirBaltic;ParyþiusCDG;VilniusVNO;1 °C;Drizzle. Low clouds.;17 km/h;250;N/A;20:25:00;20:31:00;Delay (5, 15] min.
2020-01-26;WizzAir;WizzAir;ParyþiusBVA;VilniusVNO;1 °C;Drizzle. Low clouds.;17 km/h;250;N/A;20:45:00;20:34:00;Early [-15,-5) min.
2020-01-26;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;1 °C;Light rain. Low clouds.;15 km/h;250;N/A;20:55:00;20:51:00;On Time [-5, 5] min.
2020-01-26;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;1 °C;Light rain. Low clouds.;15 km/h;250;N/A;20:55:00;20:53:00;On Time [-5, 5] min.
2020-01-26;Ryanair;Ryanair;MilanasBergamo;VilniusVNO;0 °C;Light rain. Ice fog.;9 km/h;250;5 km;21:30:00;21:21:00;Early [-15,-5) min.
2020-01-26;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;1 °C;Light rain. Mostly cloudy.;13 km/h;240;N/A;22:25:00;23:03:00;Delay (30, inf) min.
2020-01-26;Ryanair;Ryanair;EilatasETM;KaunasKUN;1 °C;Low clouds.;11 km/h;230;N/A;22:55:00;22:27:00;Early (-inf, -15) min.
2020-01-26;Ryanair;Ryanair;KelnasCGN;KaunasKUN;1 °C;Low clouds.;11 km/h;230;N/A;23:30:00;22:59:00;Early (-inf, -15) min.
2020-01-26;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;0 °C;Mostly cloudy.;13 km/h;230;N/A;23:30:00;23:17:00;Early [-15,-5) min.
2020-01-26;Ryanair;Ryanair;LondonasSTN;VilniusVNO;0 °C;Mostly cloudy.;13 km/h;230;N/A;23:35:00;23:31:00;On Time [-5, 5] min.
2020-01-26;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;0 °C;Mostly cloudy.;13 km/h;230;N/A;23:35:00;23:24:00;Early [-15,-5) min.
2020-01-26;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;0 °C;Light rain. Mostly cloudy.;11 km/h;240;N/A;23:40:00;23:11:00;Early (-inf, -15) min.
2020-01-26;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;0 °C;Light rain. Mostly cloudy.;11 km/h;240;N/A;23:45:00;23:37:00;Early [-15,-5) min.
2020-01-27;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;0 °C;Light rain. Mostly cloudy.;9 km/h;240;N/A;00:05:00;23:55:00;Early [-15,-5) min.
2020-01-27;AirBaltic;AirBaltic;Ryga;PalangaPLQ;4 °C;Drizzle. Low clouds.;9 km/h;240;16 km;00:10:00;00:01:00;Early [-15,-5) min.
2020-01-27;WizzAir;WizzAir;MilanasMXP;VilniusVNO;0 °C;Light rain. Mostly cloudy.;9 km/h;240;N/A;00:20:00;00:46:00;Delay (15,30] min.
2020-01-27;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;1 °C;Mostly cloudy.;9 km/h;240;N/A;00:45:00;00:24:00;Early (-inf, -15) min.
2020-01-27;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;0 °C;Mostly cloudy.;9 km/h;240;N/A;01:05:00;00:56:00;Early [-15,-5) min.
2020-01-27;SAS;SAS;Kopenhaga;PalangaPLQ;4 °C;Drizzle. Low clouds.;9 km/h;240;16 km;01:20:00;01:10:00;Early [-15,-5) min.
2020-01-27;WizzAir;WizzAir;LondonasLTN;VilniusVNO;0 °C;Light snow. Mostly cloudy.;13 km/h;240;N/A;02:35:00;02:30:00;On Time [-5, 5] min.
2020-01-27;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;0 °C;Light freezing rain. Ice fog.;9 km/h;240;3 km;08:30:00;08:28:00;On Time [-5, 5] min.
2020-01-27;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;-1 °C;Mostly cloudy.;9 km/h;250;N/A;09:20:00;09:12:00;Early [-15,-5) min.
2020-01-27;Finnair;Finnair;HelsinkisHEL;VilniusVNO;-1 °C;Mostly cloudy.;9 km/h;250;N/A;09:30:00;09:34:00;On Time [-5, 5] min.
2020-01-27;null;null;VienaVIE;VilniusVNO;0 °C;Mostly cloudy.;9 km/h;230;N/A;10:05:00;10:19:00;Delay (5, 15] min.
2020-01-27;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;0 °C;Mostly cloudy.;9 km/h;230;N/A;10:05:00;09:52:00;Early [-15,-5) min.
2020-01-27;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;0 °C;Light rain. Ice fog.;7 km/h;240;4 km;10:10:00;09:55:00;Early (-inf, -15) min.
2020-01-27;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;0 °C;Mostly cloudy.;9 km/h;230;N/A;10:15:00;10:12:00;On Time [-5, 5] min.
2020-01-27;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;0 °C;Mostly cloudy.;9 km/h;230;N/A;10:35:00;10:41:00;Delay (5, 15] min.
2020-01-27;Ryanair;Ryanair;OslasOSL;VilniusVNO;0 °C;Light snow. Mostly cloudy.;7 km/h;210;N/A;11:05:00;11:13:00;Delay (5, 15] min.
2020-01-27;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;0 °C;Light snow. Mostly cloudy.;7 km/h;210;N/A;11:05:00;11:05:00;On Time [-5, 5] min.
2020-01-27;Ryanair;Ryanair;LondonasLTN;VilniusVNO;0 °C;Light snow. Mostly cloudy.;7 km/h;210;N/A;11:15:00;10:51:00;Early (-inf, -15) min.
2020-01-27;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;0 °C;Light snow. Mostly cloudy.;7 km/h;210;N/A;11:25:00;11:10:00;Early [-15,-5) min.
2020-01-27;Ryanair;Ryanair;MilanasBergamo;VilniusVNO;0 °C;Snow. Mostly cloudy.;7 km/h;220;2 km;12:25:00;12:18:00;Early [-15,-5) min.
2020-01-27;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;1 °C;Low clouds.;9 km/h;220;N/A;12:30:00;12:18:00;Early [-15,-5) min.
2020-01-27;WizzAir;WizzAir;EindhovenasEIN;KaunasKUN;1 °C;Low clouds.;9 km/h;220;N/A;12:40:00;12:27:00;Early [-15,-5) min.
2020-01-27;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;0 °C;Snow. Ice fog.;9 km/h;220;2 km;12:45:00;13:30:00;Delay (30, inf) min.
2020-01-27;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;0 °C;Snow. Ice fog.;9 km/h;220;2 km;13:00:00;12:46:00;Early [-15,-5) min.
2020-01-27;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;0 °C;Snow. Ice fog.;9 km/h;220;2 km;13:05:00;12:52:00;Early [-15,-5) min.
2020-01-27;Finnair;Finnair;HelsinkisHEL;VilniusVNO;0 °C;Light snow. Ice fog.;7 km/h;210;5 km;13:10:00;13:17:00;Delay (5, 15] min.
2020-01-27;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;0 °C;Light snow. Ice fog.;7 km/h;210;5 km;13:35:00;13:33:00;On Time [-5, 5] min.
2020-01-27;WizzAir;WizzAir;LarnakaLCA;VilniusVNO;0 °C;Low clouds.;11 km/h;230;N/A;14:10:00;13:44:00;Early (-inf, -15) min.
2020-01-27;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;1 °C;Rain. Fog.;6 km/h;210;3 km;14:25:00;14:17:00;Early [-15,-5) min.
2020-01-27;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;0 °C;Low clouds.;11 km/h;230;N/A;14:30:00;14:01:00;Early (-inf, -15) min.
2020-01-27;WizzAir;WizzAir;BergenasBGO;KaunasKUN;1 °C;Rain. Fog.;6 km/h;210;3 km;14:30:00;14:23:00;Early [-15,-5) min.
2020-01-27;AirBaltic;AirBaltic;Ryga;PalangaPLQ;2 °C;Low clouds.;6 km/h;160;7 km;14:45:00;14:48:00;On Time [-5, 5] min.
2020-01-27;SAS;SAS;Kopenhaga;PalangaPLQ;2 °C;Low clouds.;6 km/h;160;7 km;15:05:00;15:00:00;On Time [-5, 5] min.
2020-01-27;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;0 °C;Low clouds.;9 km/h;220;N/A;16:15:00;16:05:00;Early [-15,-5) min.
2020-01-27;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;0 °C;Low clouds.;9 km/h;220;N/A;16:15:00;16:00:00;Early [-15,-5) min.
2020-01-27;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;0 °C;Low clouds.;9 km/h;220;N/A;16:20:00;16:12:00;Early [-15,-5) min.
2020-01-27;Belavia;Belavia;MinskasMSQ;VilniusVNO;0 °C;Low clouds.;9 km/h;230;9 km;17:10:00;17:11:00;On Time [-5, 5] min.
2020-01-27;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;0 °C;Low clouds.;9 km/h;230;9 km;17:25:00;17:14:00;Early [-15,-5) min.
2020-01-27;WizzAir;WizzAir;DortmundasDTM;VilniusVNO;0 °C;Low clouds.;9 km/h;230;9 km;17:30:00;17:54:00;Delay (15,30] min.
2020-01-27;Finnair;Finnair;HelsinkisHEL;VilniusVNO;0 °C;Low clouds.;9 km/h;210;8 km;18:05:00;18:24:00;Delay (15,30] min.
2020-01-27;AirBaltic;AirBaltic;BerlynasTXL;VilniusVNO;0 °C;Low clouds.;9 km/h;210;8 km;18:10:00;18:04:00;Early [-15,-5) min.
2020-01-27;WizzAir;WizzAir;LvovasLWO;VilniusVNO;0 °C;Low clouds.;9 km/h;210;8 km;18:15:00;17:57:00;Early (-inf, -15) min.
