DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;DEPARTURE TIME;CLASS
2020-02-23;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;4 °C;Partly sunny.;26 km/h;250;N/A;12:00:00;12:00:00;On Time [-5, 5] min.
2020-02-23;Ryanair;Ryanair;VilniusVNO;LondonasLTN;4 °C;Scattered showers. Partly sunny.;22 km/h;250;N/A;12:10:00;12:10:00;On Time [-5, 5] min.
2020-02-23;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;4 °C;Sprinkles. Partly sunny.;35 km/h;260;N/A;13:00:00;13:00:00;On Time [-5, 5] min.
2020-02-23;Ryanair;Ryanair;KaunasKUN;EilatasETM;6 °C;Broken clouds.;37 km/h;250;N/A;13:00:00;13:01:00;On Time [-5, 5] min.
2020-02-23;WizzAir;WizzAir;VilniusVNO;OslasTRF;4 °C;Scattered showers. Partly sunny.;32 km/h;260;N/A;13:20:00;14:31:00;Delay (30, inf) min.
2020-02-23;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;4 °C;Scattered showers. Partly sunny.;32 km/h;260;N/A;13:30:00;14:03:00;Delay (30, inf) min.
2020-02-23;Ryanair;Ryanair;KaunasKUN;NiurnbergasNUE;6 °C;Partly sunny.;26 km/h;250;N/A;13:40:00;13:43:00;On Time [-5, 5] min.
2020-02-23;Finnair;Finnair;VilniusVNO;HelsinkisHEL;4 °C;Partly sunny.;30 km/h;250;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2020-02-23;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;4 °C;Partly sunny.;30 km/h;250;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2020-02-23;WizzAir;WizzAir;VilniusVNO;MilanasMXP;4 °C;Partly sunny.;30 km/h;250;N/A;14:00:00;14:00:00;On Time [-5, 5] min.
2020-02-23;AirBaltic;AirBaltic;VilniusVNO;ParyþiusCDG;5 °C;Partly sunny.;33 km/h;250;N/A;14:15:00;15:38:00;Delay (30, inf) min.
2020-02-23;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Partly sunny.;33 km/h;250;N/A;14:20:00;14:20:00;On Time [-5, 5] min.
2020-02-23;WizzAir;WizzAir;VilniusVNO;ParyþiusBVA;4 °C;Scattered showers. Partly sunny.;28 km/h;280;N/A;14:45:00;14:45:00;On Time [-5, 5] min.
2020-02-23;Ryanair;Ryanair;VilniusVNO;BriuselisCRL;4 °C;Scattered showers. Partly sunny.;28 km/h;280;N/A;14:50:00;14:50:00;On Time [-5, 5] min.
2020-02-23;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;4 °C;Scattered showers. Partly sunny.;28 km/h;280;N/A;15:05:00;15:05:00;On Time [-5, 5] min.
2020-02-23;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;4 °C;Scattered showers. Partly sunny.;28 km/h;280;N/A;15:05:00;15:30:00;Delay (15,30] min.
2020-02-23;AirBaltic;AirBaltic;PalangaPLQ;Ryga;6 °C;Overcast.;15 km/h;250;19 km;15:10:00;15:18:00;Delay (5, 15] min.
2020-02-23;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;4 °C;Scattered showers. Partly sunny.;22 km/h;260;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2020-02-23;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;5 °C;Partly sunny.;32 km/h;250;N/A;15:50:00;15:50:00;On Time [-5, 5] min.
2020-02-23;Ryanair;Ryanair;VilniusVNO;MilanasBergamo;5 °C;Partly sunny.;32 km/h;250;N/A;16:05:00;16:05:00;On Time [-5, 5] min.
2020-02-23;SAS;SAS;PalangaPLQ;Kopenhaga;5 °C;Partly sunny.;9 km/h;260;20 km;16:05:00;16:09:00;On Time [-5, 5] min.
2020-02-23;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;5 °C;Partly sunny.;32 km/h;250;N/A;16:10:00;16:10:00;On Time [-5, 5] min.
2020-02-23;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;3 °C;Partly sunny.;19 km/h;240;N/A;17:00:00;17:00:00;On Time [-5, 5] min.
2020-02-23;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;3 °C;Partly sunny.;19 km/h;240;N/A;17:05:00;17:05:00;On Time [-5, 5] min.
2020-02-23;Ryanair;Ryanair;VilniusVNO;LondonasSTN;4 °C;Scattered showers. Partly cloudy.;24 km/h;250;N/A;17:40:00;17:40:00;On Time [-5, 5] min.
2020-02-23;Ryanair;Ryanair;KaunasKUN;KelnasCGN;4 °C;Mostly cloudy.;17 km/h;240;N/A;18:35:00;18:45:00;Delay (5, 15] min.
2020-02-23;Finnair;Finnair;VilniusVNO;HelsinkisHEL;3 °C;Scattered showers. Passing clouds.;19 km/h;240;N/A;18:40:00;18:40:00;On Time [-5, 5] min.
2020-02-23;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;StokholmasARN;3 °C;Scattered showers. Passing clouds.;19 km/h;240;N/A;18:45:00;18:45:00;On Time [-5, 5] min.
2020-02-23;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;3 °C;Scattered showers. Passing clouds.;19 km/h;240;N/A;18:45:00;18:45:00;On Time [-5, 5] min.
2020-02-23;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;3 °C;Scattered showers. Passing clouds.;19 km/h;240;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2020-02-23;WizzAir;WizzAir;VilniusVNO;LondonasLTN;3 °C;Passing clouds.;17 km/h;230;N/A;19:25:00;19:25:00;On Time [-5, 5] min.
2020-02-23;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;4 °C;Mostly cloudy.;15 km/h;240;N/A;19:30:00;19:30:00;On Time [-5, 5] min.
2020-02-23;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;3 °C;Passing clouds.;17 km/h;230;N/A;19:35:00;19:35:00;On Time [-5, 5] min.
2020-02-23;Belavia;Belavia;VilniusVNO;MinskasMSQ;3 °C;Passing clouds.;22 km/h;220;N/A;19:40:00;19:40:00;On Time [-5, 5] min.
2020-02-23;Ryanair;Ryanair;VilniusVNO;BrëmenasBRE;3 °C;Overcast.;19 km/h;220;N/A;20:20:00;20:20:00;On Time [-5, 5] min.
2020-02-23;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;3 °C;Passing clouds.;22 km/h;240;N/A;21:20:00;21:20:00;On Time [-5, 5] min.
2020-02-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;0 °C;Passing clouds.;15 km/h;270;N/A;05:00:00;05:00:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;1 °C;Passing clouds.;15 km/h;270;N/A;05:40:00;05:40:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;PalangaPLQ;Ryga;5 °C;Overcast.;9 km/h;310;19 km;05:50:00;05:42:00;Early [-15,-5) min.
2020-02-24;WizzAir;WizzAir;VilniusVNO;LarnakaLCA;1 °C;Passing clouds.;15 km/h;280;N/A;06:10:00;06:10:00;On Time [-5, 5] min.
2020-02-24;LOTPolishAirlines;LOTPolishAirlines;KaunasKUN;VarðuvaWAW;1 °C;Passing clouds.;15 km/h;280;N/A;06:20:00;06:27:00;Delay (5, 15] min.
2020-02-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;1 °C;Passing clouds.;15 km/h;280;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2020-02-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;1 °C;Passing clouds.;15 km/h;280;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;2 °C;Low clouds.;19 km/h;260;N/A;06:30:00;06:31:00;On Time [-5, 5] min.
2020-02-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;1 °C;Passing clouds.;15 km/h;280;N/A;06:30:00;06:30:00;On Time [-5, 5] min.
2020-02-24;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;1 °C;Passing clouds.;15 km/h;280;N/A;06:35:00;06:35:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;VilniusVNO;OslasOSL;1 °C;Passing clouds.;15 km/h;280;N/A;06:45:00;06:45:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;KaunasKUN;Londonas(Stanstedas)STN;3 °C;Overcast.;15 km/h;260;N/A;06:50:00;06:50:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;VilniusVNO;MilanasBergamo;1 °C;Passing clouds.;15 km/h;280;N/A;06:55:00;06:55:00;On Time [-5, 5] min.
2020-02-24;SAS;SAS;PalangaPLQ;Kopenhaga;4 °C;Passing clouds.;11 km/h;320;20 km;07:00:00;07:03:00;On Time [-5, 5] min.
2020-02-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;1 °C;Passing clouds.;15 km/h;280;N/A;07:05:00;07:05:00;On Time [-5, 5] min.
2020-02-24;WizzAir;WizzAir;VilniusVNO;DortmundasDTM;1 °C;Light rain. Low clouds.;17 km/h;280;N/A;07:10:00;07:10:00;On Time [-5, 5] min.
2020-02-24;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;1 °C;Light rain. Low clouds.;17 km/h;280;N/A;07:15:00;07:15:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;1 °C;Sprinkles. Mostly cloudy.;15 km/h;280;N/A;07:55:00;07:55:00;On Time [-5, 5] min.
2020-02-24;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;1 °C;Sprinkles. Mostly cloudy.;15 km/h;280;N/A;08:00:00;08:00:00;On Time [-5, 5] min.
2020-02-24;WizzAir;WizzAir;VilniusVNO;LvovasLWO;1 °C;Sprinkles. Mostly cloudy.;15 km/h;280;N/A;08:00:00;08:00:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;2 °C;Sprinkles. Partly sunny.;20 km/h;280;N/A;08:55:00;08:55:00;On Time [-5, 5] min.
2020-02-24;Finnair;Finnair;VilniusVNO;HelsinkisHEL;3 °C;Partly sunny.;20 km/h;310;N/A;10:00:00;10:00:00;On Time [-5, 5] min.
2020-02-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;3 °C;Partly sunny.;20 km/h;310;N/A;10:05:00;10:05:00;On Time [-5, 5] min.
2020-02-24;null;null;VilniusVNO;VienaVIE;3 °C;Partly sunny.;20 km/h;310;N/A;10:35:00;10:35:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;3 °C;Partly sunny.;20 km/h;300;N/A;10:40:00;10:40:00;On Time [-5, 5] min.
2020-02-24;WizzAir;WizzAir;KaunasKUN;Londonas(Lutonas)LTN;5 °C;Broken clouds.;17 km/h;290;N/A;10:45:00;10:44:00;On Time [-5, 5] min.
2020-02-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;3 °C;Partly sunny.;20 km/h;300;N/A;10:55:00;10:55:00;On Time [-5, 5] min.
2020-02-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;3 °C;Partly sunny.;19 km/h;300;N/A;11:10:00;11:10:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;VilniusVNO;KijevasKBP;3 °C;Partly sunny.;19 km/h;300;N/A;11:30:00;11:30:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;VilniusVNO;LondonasLTN;4 °C;Partly sunny.;19 km/h;300;N/A;11:40:00;11:40:00;On Time [-5, 5] min.
2020-02-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;4 °C;Partly sunny.;19 km/h;300;N/A;11:40:00;11:40:00;On Time [-5, 5] min.
2020-02-24;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;4 °C;Partly sunny.;20 km/h;310;N/A;12:20:00;12:20:00;On Time [-5, 5] min.
2020-02-24;WizzAir;WizzAir;KaunasKUN;EindhovenasEIN;7 °C;Broken clouds.;20 km/h;280;N/A;13:15:00;13:46:00;Delay (30, inf) min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Partly sunny.;19 km/h;320;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2020-02-24;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;5 °C;Partly sunny.;19 km/h;320;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2020-02-24;Finnair;Finnair;VilniusVNO;HelsinkisHEL;5 °C;Scattered clouds.;22 km/h;300;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2020-02-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;5 °C;Scattered clouds.;22 km/h;300;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;VilniusVNO;AmanasAMM;5 °C;Scattered clouds.;22 km/h;300;N/A;13:55:00;13:55:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;BerlynasTXL;5 °C;Scattered clouds.;22 km/h;300;N/A;14:20:00;14:53:00;Delay (30, inf) min.
2020-02-24;WizzAir;WizzAir;KaunasKUN;BergenasBGO;7 °C;Passing clouds.;15 km/h;280;N/A;15:05:00;15:22:00;Delay (15,30] min.
2020-02-24;WizzAir;WizzAir;VilniusVNO;OslasTRF;5 °C;Scattered clouds.;22 km/h;320;N/A;15:05:00;15:05:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;PalangaPLQ;Ryga;5 °C;Sunny.;9 km/h;310;20 km;15:10:00;15:17:00;Delay (5, 15] min.
2020-02-24;SAS;SAS;PalangaPLQ;Kopenhaga;5 °C;Sunny.;9 km/h;310;20 km;15:15:00;15:10:00;Early [-15,-5) min.
2020-02-24;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;5 °C;Scattered clouds.;22 km/h;320;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2020-02-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;5 °C;Scattered clouds.;22 km/h;320;N/A;15:25:00;15:56:00;Delay (30, inf) min.
2020-02-24;Ryanair;Ryanair;KaunasKUN;DublinasDUB;6 °C;Passing clouds.;19 km/h;280;N/A;15:40:00;15:42:00;On Time [-5, 5] min.
2020-02-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;5 °C;Scattered clouds.;20 km/h;300;N/A;15:50:00;15:50:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;6 °C;Passing clouds.;13 km/h;290;N/A;16:10:00;16:10:00;On Time [-5, 5] min.
2020-02-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;5 °C;Scattered clouds.;20 km/h;290;N/A;16:10:00;16:10:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;VilniusVNO;DublinasDUB;5 °C;Scattered clouds.;26 km/h;300;N/A;16:40:00;16:40:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Scattered clouds.;26 km/h;300;N/A;16:45:00;17:06:00;Delay (15,30] min.
2020-02-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;5 °C;Scattered clouds.;26 km/h;300;N/A;17:00:00;17:00:00;On Time [-5, 5] min.
2020-02-24;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;5 °C;Scattered clouds.;26 km/h;300;N/A;17:05:00;17:05:00;On Time [-5, 5] min.
2020-02-24;Belavia;Belavia;VilniusVNO;MinskasMSQ;3 °C;Passing clouds.;7 km/h;260;N/A;17:40:00;17:40:00;On Time [-5, 5] min.
2020-02-24;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;3 °C;Passing clouds.;7 km/h;260;N/A;18:10:00;18:10:00;On Time [-5, 5] min.
2020-02-24;WizzAir;WizzAir;VilniusVNO;ReikjavikasKEF;3 °C;Passing clouds.;7 km/h;260;N/A;18:15:00;18:15:00;On Time [-5, 5] min.
2020-02-24;Finnair;Finnair;VilniusVNO;HelsinkisHEL;2 °C;Passing clouds.;7 km/h;240;N/A;18:40:00;18:40:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;MiunchenasMUC;2 °C;Passing clouds.;7 km/h;240;N/A;18:50:00;19:09:00;Delay (15,30] min.
2020-02-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;2 °C;Passing clouds.;7 km/h;240;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2020-02-24;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;2 °C;Passing clouds.;7 km/h;240;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2020-02-24;WizzAir;WizzAir;VilniusVNO;LondonasLTN;2 °C;Passing clouds.;7 km/h;240;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;VilniusVNO;MaltaMLA;1 °C;Clear.;9 km/h;240;16 km;19:20:00;19:20:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;1 °C;Clear.;9 km/h;240;16 km;19:35:00;19:35:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;KaunasKUN;BolonijaBLQ;2 °C;Clear.;11 km/h;270;16 km;19:55:00;20:56:00;Delay (30, inf) min.
2020-02-24;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;StokholmasARN;1 °C;Clear.;9 km/h;250;16 km;19:55:00;19:55:00;On Time [-5, 5] min.
2020-02-24;WizzAir;WizzAir;VilniusVNO;DonkasterisDSA;1 °C;Clear.;9 km/h;250;16 km;20:00:00;20:00:00;On Time [-5, 5] min.
2020-02-24;WizzAir;WizzAir;KaunasKUN;OlesiundasAES;1 °C;Clear.;15 km/h;260;16 km;20:35:00;20:35:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;KaunasKUN;BristolisBRS;1 °C;Clear.;15 km/h;260;16 km;20:55:00;20:58:00;On Time [-5, 5] min.
2020-02-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;0 °C;Clear.;11 km/h;250;16 km;21:20:00;21:20:00;On Time [-5, 5] min.
2020-02-24;Ryanair;Ryanair;VilniusVNO;LondonasSTN;0 °C;Clear.;17 km/h;270;16 km;22:25:00;22:25:00;On Time [-5, 5] min.
2020-02-25;AirBaltic;AirBaltic;PalangaPLQ;Ryga;2 °C;Overcast.;6 km/h;140;20 km;05:50:00;05:42:00;Early [-15,-5) min.
2020-02-25;LOTPolishAirlines;LOTPolishAirlines;KaunasKUN;VarðuvaWAW;-1 °C;Overcast.;7 km/h;150;N/A;06:20:00;06:33:00;Delay (5, 15] min.
2020-02-25;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;-1 °C;Overcast.;7 km/h;150;N/A;06:35:00;06:36:00;On Time [-5, 5] min.
2020-02-25;WizzAir;WizzAir;VilniusVNO;EindhovenasEIN;-3 °C;Clear.;11 km/h;160;16 km;06:55:00;06:55:00;On Time [-5, 5] min.
2020-02-25;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;-3 °C;Clear.;11 km/h;160;16 km;07:00:00;07:00:00;On Time [-5, 5] min.
2020-02-25;Ryanair;Ryanair;KaunasKUN;AlikantëALC;-1 °C;Passing clouds.;6 km/h;120;N/A;07:00:00;07:03:00;On Time [-5, 5] min.
2020-02-25;SAS;SAS;PalangaPLQ;Kopenhaga;1 °C;Overcast.;6 km/h;130;20 km;07:00:00;07:00:00;On Time [-5, 5] min.
2020-02-25;SAS;SAS;PalangaPLQ;Kopenhaga;1 °C;Overcast.;6 km/h;130;20 km;07:00:00;07:04:00;On Time [-5, 5] min.
2020-02-25;SAS;SAS;PalangaPLQ;Kopenhaga;1 °C;Overcast.;6 km/h;130;20 km;07:00:00;07:05:00;On Time [-5, 5] min.
2020-02-25;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;-3 °C;Clear.;11 km/h;160;16 km;07:05:00;07:05:00;On Time [-5, 5] min.
2020-02-25;WizzAir;WizzAir;VilniusVNO;BilundasBLL;-3 °C;Clear.;11 km/h;160;16 km;07:05:00;07:05:00;On Time [-5, 5] min.
2020-02-25;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;-3 °C;Broken clouds.;13 km/h;150;N/A;07:20:00;07:20:00;On Time [-5, 5] min.
2020-02-25;Ryanair;Ryanair;VilniusVNO;TelAvivasTLV;-3 °C;Broken clouds.;13 km/h;150;N/A;07:30:00;07:30:00;On Time [-5, 5] min.
2020-02-25;Ryanair;Ryanair;VilniusVNO;OslasOSL;-2 °C;Sunny.;9 km/h;150;16 km;07:45:00;07:45:00;On Time [-5, 5] min.
2020-02-25;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;-2 °C;Sunny.;9 km/h;150;16 km;07:55:00;08:54:00;Delay (30, inf) min.
2020-02-25;Belavia;Belavia;VilniusVNO;MinskasMSQ;-2 °C;Sunny.;11 km/h;160;16 km;08:25:00;08:25:00;On Time [-5, 5] min.
2020-02-25;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;-1 °C;Sunny.;13 km/h;170;16 km;08:55:00;08:55:00;On Time [-5, 5] min.
2020-02-25;Ryanair;Ryanair;VilniusVNO;FrankfurtasHHN;0 °C;Broken clouds.;17 km/h;170;N/A;09:55:00;09:55:00;On Time [-5, 5] min.
2020-02-25;Finnair;Finnair;VilniusVNO;HelsinkisHEL;0 °C;Broken clouds.;17 km/h;170;N/A;10:00:00;10:00:00;On Time [-5, 5] min.
2020-02-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;0 °C;Broken clouds.;17 km/h;170;N/A;10:05:00;10:05:00;On Time [-5, 5] min.
2020-02-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;1 °C;Partly sunny.;19 km/h;170;N/A;10:40:00;11:00:00;Delay (15,30] min.
2020-02-25;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;1 °C;Partly sunny.;19 km/h;170;N/A;10:55:00;10:55:00;On Time [-5, 5] min.
2020-02-25;WizzAir;WizzAir;KaunasKUN;Londonas(Lutonas)LTN;1 °C;Light rain. Mostly cloudy.;17 km/h;140;8 km;11:05:00;11:04:00;On Time [-5, 5] min.
2020-02-25;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;1 °C;Light rain. Low clouds.;17 km/h;160;N/A;11:10:00;11:10:00;On Time [-5, 5] min.
2020-02-25;WizzAir;WizzAir;KaunasKUN;TurkuTKU;1 °C;Light rain. Mostly cloudy.;17 km/h;140;8 km;11:25:00;11:24:00;On Time [-5, 5] min.
2020-02-25;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;1 °C;Light rain. Fog.;17 km/h;160;4 km;11:40:00;12:12:00;Delay (30, inf) min.
2020-02-25;WizzAir;WizzAir;KaunasKUN;StavangerisSVG;2 °C;Light rain. Low clouds.;17 km/h;130;9 km;11:55:00;12:21:00;Delay (15,30] min.
2020-02-25;WizzAir;WizzAir;VilniusVNO;MilanasMXP;0 °C;Rain. Ice fog.;19 km/h;160;3 km;12:05:00;12:05:00;On Time [-5, 5] min.
2020-02-25;HOLIDAYEUROPE;HOLIDAYEUROPE;VilniusVNO;HurgadaHRG;0 °C;Rain. Ice fog.;19 km/h;160;3 km;12:15:00;12:15:00;On Time [-5, 5] min.
2020-02-25;Ryanair;Ryanair;VilniusVNO;BarselonaBCN;0 °C;Rain. Ice fog.;19 km/h;160;3 km;12:35:00;12:35:00;On Time [-5, 5] min.
2020-02-25;Ryanair;Ryanair;VilniusVNO;DublinasDUB;0 °C;Rain. Ice fog.;19 km/h;160;3 km;12:35:00;12:35:00;On Time [-5, 5] min.
2020-02-25;WizzAir;WizzAir;VilniusVNO;KijevasIEV;0 °C;Rain. Low clouds.;17 km/h;140;2 km;12:45:00;12:45:00;On Time [-5, 5] min.
2020-02-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;0 °C;Rain. Low clouds.;17 km/h;150;20 km;13:30:00;13:30:00;On Time [-5, 5] min.
2020-02-25;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;0 °C;Rain. Low clouds.;17 km/h;150;20 km;13:30:00;13:30:00;On Time [-5, 5] min.
2020-02-25;Finnair;Finnair;VilniusVNO;HelsinkisHEL;0 °C;Rain. Low clouds.;17 km/h;150;20 km;13:40:00;13:40:00;On Time [-5, 5] min.
2020-02-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;0 °C;Rain. Low clouds.;17 km/h;150;20 km;13:40:00;13:40:00;On Time [-5, 5] min.
2020-02-25;Ryanair;Ryanair;VilniusVNO;RomaCIA;1 °C;Light rain. Low clouds.;20 km/h;160;5 km;14:30:00;14:30:00;On Time [-5, 5] min.
2020-02-25;Norwegian;Norwegian;PalangaPLQ;Oslas;5 °C;Overcast.;9 km/h;260;20 km;14:35:00;14:27:00;Early [-15,-5) min.
2020-02-25;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;OslasOSL;1 °C;Light rain. Low clouds.;20 km/h;160;5 km;14:50:00;14:50:00;On Time [-5, 5] min.
2020-02-25;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;1 °C;Light rain. Low clouds.;20 km/h;160;5 km;15:00:00;15:00:00;On Time [-5, 5] min.
2020-02-25;AirBaltic;AirBaltic;PalangaPLQ;Ryga;5 °C;Overcast.;9 km/h;260;20 km;15:10:00;15:20:00;Delay (5, 15] min.
2020-02-25;SAS;SAS;PalangaPLQ;Kopenhaga;5 °C;Overcast.;9 km/h;260;20 km;15:15:00;15:27:00;Delay (5, 15] min.
2020-02-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;1 °C;Rain. Low clouds.;20 km/h;160;4 km;15:25:00;15:25:00;On Time [-5, 5] min.
2020-02-25;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;1 °C;Light rain. Low clouds.;20 km/h;160;5 km;15:50:00;15:50:00;On Time [-5, 5] min.
2020-02-25;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;1 °C;Rain. Low clouds.;22 km/h;170;4 km;16:10:00;16:10:00;On Time [-5, 5] min.
2020-02-25;WizzAir;WizzAir;VilniusVNO;EilatasETM;1 °C;Rain. Low clouds.;22 km/h;170;4 km;16:10:00;16:10:00;On Time [-5, 5] min.
2020-02-25;WizzAir;WizzAir;VilniusVNO;SautendasSEN;1 °C;Rain. Low clouds.;22 km/h;170;4 km;16:35:00;16:35:00;On Time [-5, 5] min.
2020-02-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;1 °C;Light rain. Low clouds.;20 km/h;170;6 km;16:45:00;16:45:00;On Time [-5, 5] min.
